Desgaste_Defensivo_1,Desgaste_Defensivo_2,Barreira_Defensiva_1,Barreira_Defensiva_2,Pressao_Ofensiva_1,Pressao_Ofensiva_2,Eficiencia_Finalizacao_1,Eficiencia_Finalizacao_2,Variedade_Ofensiva_1,Variedade_Ofensiva_2,Controle_Jogo_1,Controle_Jogo_2
0.0,0.0,0.0,0.0,1.6660079051383399,0.4245421245421246,0.49284904605138635,0.0,1.1877470355731226,0.32454212454212455,0.9,0.10000000000000003
0.0,0.0,0.0,0.0,0.13043478260869565,0.8315018315018314,0.0,0.0,0.13043478260869565,0.6981684981684981,0.48750000000000004,0.5125000000000001
0.0,0.0,0.0,0.0,0.8636363636363636,1.7417582417582418,0.7666372789043087,0.4030934632658601,0.6679841897233201,1.4084249084249083,0.525,0.4750000000000001
0.0,1.1909420222500589,0.0,1.7504375067162934,1.316205533596838,0.0,0.5749834692252598,0.0,0.9683794466403162,0.0,0.275,0.0
1.5942820763913301,0.0,1.8176267211104082,0.0,0.0,0.710989010989011,0.0,0.0,0.0,0.5776556776556776,0.0,0.3375
0.0,2.8695134508214872,0.0,1.4026114197597717,2.282608695652174,0.0,0.5307645355444932,0.0,1.6304347826086958,0.0,0.875,0.0
0.0,1.2195134508214873,0.0,1.489567941498902,1.0118577075098814,0.0,0.22999471012166722,0.0,0.7944664031620552,0.0,0.4,0.0
1.2562138945731482,1.5909420222500588,1.7509600544437416,1.489567941498902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.7470355731225298,1.1117216117216118,0.2299947101216672,0.5158610405274321,0.616600790513834,0.8783882783882784,0.7250000000000001,0.275
0.0,0.0,0.0,0.0,2.2470355731225293,0.5205128205128206,0.5749944896361411,0.0,1.725296442687747,0.3871794871794872,0.8625,0.1375
0.0,1.9337991651072017,0.0,1.4026114197597717,0.9644268774703557,0.0,0.45998942024333445,0.0,0.616600790513834,0.0,0.5,0.0
0.0,2.048084879392916,0.0,1.4026114197597717,0.7529644268774703,0.0,0.0,0.0,0.6660079051383399,0.0,0.5750000000000001,0.0
0.0,1.6195134508214872,0.0,1.5330462023684672,0.6363636363636364,0.0,0.45997884097331526,0.0,0.4841897233201581,0.0,0.5125000000000001,0.0
1.4124638945731482,1.4195134508214873,1.6176267211104083,1.5330462023684672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.4766563079643444,0.0,1.4026114197597717,0.4407114624505929,0.0,0.5749669394009844,0.0,0.3102766798418972,0.0,0.4375,0.0
0.0,0.0,0.0,0.0,0.8339920948616601,0.8750915750915751,0.2090865372814932,0.0,0.6600790513833992,0.7417582417582418,0.36250000000000004,0.6375000000000001
0.0,1.9623705936786304,0.0,1.4460896806293368,1.4802371541501975,0.0,0.15333098225827205,0.0,1.2411067193675889,0.0,0.875,0.0
0.0,0.0,0.0,0.0,0.39328063241106714,1.336996336996337,1.5332157867896794,0.0,0.2628458498023715,1.036996336996337,0.25,0.75
0.0,2.2195134508214878,0.0,1.5330462023684672,1.5612648221343874,0.0,0.0,0.0,1.1482213438735178,0.0,0.5750000000000001,0.0
0.0,1.3052277365357732,0.0,1.5330462023684672,1.600790513833992,0.0,0.40587686166598935,0.0,1.1877470355731223,0.0,0.9,0.0
0.0,1.3623705936786303,0.0,1.4026114197597717,1.1521739130434783,0.0,0.0,0.0,0.9782608695652174,0.0,0.65,0.0
0.0,0.0,0.0,0.0,0.733201581027668,1.536996336996337,0.9199576819466305,0.42903462094873746,0.6245059288537549,1.2036630036630038,0.7125,0.28750000000000003
1.6567820763913301,0.0,1.7509600544437416,0.0,0.0,0.947985347985348,0.0,0.19431648205853497,0.0,0.8479853479853481,0.0,0.23750000000000004
0.0,0.0,0.0,0.0,0.658102766798419,1.7542124542124542,0.5749834692252598,0.2587034558901155,0.4841897233201581,1.4875457875457874,0.4,0.6000000000000001
2.3897366218458753,0.0,1.684293387777075,0.0,0.0,0.9043956043956044,0.0,0.0,0.0,0.771062271062271,0.0,0.3375
0.0,0.0,0.0,0.0,1.7865612648221345,0.5633699633699634,0.12105116622272469,0.5935755943632235,1.4604743083003953,0.4633699633699634,0.7875000000000001,0.21250000000000002
0.0,2.105227736535773,0.0,1.5330462023684672,1.0296442687747036,0.0,0.766647074574761,0.0,0.7035573122529645,0.0,0.8375,0.0
0.0,0.0,0.0,0.0,0.6739130434782609,1.1813186813186816,0.5110980497165073,0.15046092547126386,0.4347826086956521,0.947985347985348,0.525,0.4750000000000001
0.0,1.7052277365357733,0.0,1.4026114197597717,1.0098814229249011,0.0,0.0,0.0,0.7490118577075099,0.0,0.325,0.0
0.0,0.0,0.0,0.0,1.7134387351778655,1.39010989010989,0.11499867751520859,0.1768679328505927,1.3656126482213438,1.0567765567765568,0.7250000000000001,0.275
2.0772366218458753,0.0,1.6176267211104083,0.0,0.0,0.591941391941392,0.0,0.0,0.0,0.4919413919413919,0.0,0.3125
0.0,0.0,0.0,0.0,1.0375494071146245,0.6450549450549451,0.0,0.305155938205453,0.7549407114624506,0.4783882783882784,0.6125,0.38750000000000007
1.651100258209512,0.0,1.684293387777075,0.0,0.0,1.0853479853479855,0.0,0.0,0.0,0.8853479853479853,0.0,0.42500000000000004
2.0204184400276937,0.0,1.8176267211104082,0.0,0.0,0.9981684981684982,0.0,0.2725300029328421,0.0,0.7981684981684982,0.0,0.5
0.0,0.0,0.0,0.0,0.9486166007905138,1.6091575091575092,0.5749834692252598,0.0,0.709486166007905,1.2758241758241757,0.6125,0.38750000000000007
1.3499638945731482,0.0,1.6176267211104083,0.0,0.0,0.8219780219780219,0.0,0.5935914497261146,0.0,0.7553113553113553,0.0,0.5750000000000001
2.0829184400276937,0.0,1.684293387777075,0.0,0.0,0.36813186813186816,0.0,0.5935755943632235,0.0,0.30146520146520145,0.0,0.1375
0.0,0.0,0.0,0.0,0.5513833992094861,1.586080586080586,0.0,0.2879253945436144,0.4861660079051383,1.2860805860805862,0.275,0.7250000000000001
0.0,0.0,0.0,0.0,1.075098814229249,1.5684981684981683,0.45998942024333445,0.3880551838351733,0.7924901185770751,1.2684981684981684,0.6375000000000001,0.36250000000000004
0.0,1.848084879392916,0.0,1.4460896806293368,1.132411067193676,0.0,0.0,0.0,1.0237154150197627,0.0,0.75,0.0
0.0,0.0,0.0,0.0,0.766798418972332,1.1553113553113552,0.6571212660155452,0.20536745213398108,0.5711462450592886,0.921978021978022,0.35000000000000003,0.65
0.0,0.0,0.0,0.0,1.075098814229249,0.9736263736263736,0.17691994680094125,0.3359071573288352,0.8359683794466403,0.7402930402930403,0.8375,0.16250000000000003
0.0,0.0,0.0,0.0,1.3181818181818181,0.2967032967032967,0.3066619645165441,0.0,1.0573122529644268,0.2967032967032967,0.925,0.07500000000000001
3.0734487430579964,2.048084879392916,1.684293387777075,1.4460896806293368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.6766563079643446,0.0,1.4026114197597717,0.5731225296442688,0.0,0.9199576819466305,0.0,0.39920948616600793,0.0,0.41250000000000003,0.0
1.869850258209512,0.0,1.884293387777075,0.0,0.0,1.698901098901099,0.0,0.5118031652269907,0.0,1.2989010989010987,0.0,0.55
0.0,2.0766563079643445,0.0,1.6200027241075978,1.4841897233201582,0.0,0.5749834692252598,0.0,1.2015810276679841,0.0,0.7250000000000001,0.0
1.744850258209512,1.6480848793929161,1.6176267211104083,1.489567941498902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8596837944664031,1.7216117216117217,0.2874917346126299,0.12310469666197826,0.6640316205533596,1.4549450549450549,0.3125,0.6875
0.0,0.0,0.0,0.0,1.3201581027667983,0.6069597069597069,0.0,0.37355065936001575,0.9723320158102766,0.5069597069597069,0.7250000000000001,0.275
1.713600258209512,0.0,1.884293387777075,0.0,0.0,0.9633699633699634,0.0,0.0,0.0,0.6967032967032967,0.0,0.55
0.0,0.0,0.0,0.0,0.48023715415019763,1.352014652014652,0.0,0.0,0.34980237154150196,1.0853479853479853,0.5125000000000001,0.48750000000000004
2.4465548036640574,1.5623705936786303,1.684293387777075,1.5330462023684672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.790942022250059,0.0,1.5765244632380324,0.9209486166007905,0.0,0.3285606330077726,0.0,0.6600790513833992,0.0,0.45000000000000007,0.0
0.0,0.0,0.0,0.0,1.6047430830039526,0.710989010989011,0.28749586724690834,0.0,1.2351778656126482,0.5443223443223443,0.5125000000000001,0.48750000000000004
3.1046987430579964,0.0,1.7509600544437416,0.0,0.0,0.9172161172161171,0.0,0.0,0.0,0.7172161172161171,0.0,0.5875
0.0,0.0,0.0,0.0,0.9486166007905138,0.9069597069597068,0.25554902485825365,0.27956285831087685,0.7529644268774702,0.6736263736263737,0.625,0.375
0.0,1.7623705936786305,0.0,1.5330462023684672,0.9011857707509882,0.0,0.2874917346126299,0.0,0.7055335968379447,0.0,0.675,0.0
1.9891684400276937,0.0,1.684293387777075,0.0,0.0,1.4282051282051282,0.0,0.3051601286695945,0.0,1.1282051282051282,0.0,0.75
0.0,0.0,0.0,0.0,1.6877470355731223,0.4633699633699634,0.24210233244544938,0.0,1.274703557312253,0.3967032967032967,0.8125,0.1875
1.744850258209512,1.6195134508214872,1.684293387777075,1.4460896806293368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.19762845849802374,2.0366300366300365,1.1498677652070013,0.22687377449985893,0.17588932806324112,1.76996336996337,0.4,0.6000000000000001
0.0,1.7623705936786305,0.0,1.5330462023684672,0.9407114624505929,0.0,0.19166299312596513,0.0,0.7885375494071146,0.0,0.4625,0.0
0.0,0.0,0.0,0.0,0.8557312252964427,0.6014652014652015,0.5749834692252598,0.0,0.5731225296442688,0.46813186813186813,0.8625,0.1375
0.0,2.1337991651072015,0.0,1.5765244632380324,2.069169960474308,0.0,0.0,0.0,1.5039525691699605,0.0,0.65,0.0
0.0,1.1337991651072017,0.0,1.5330462023684672,1.6126482213438735,0.0,0.16428301535046214,0.0,1.3300395256916995,0.0,0.8,0.0
0.0,0.0,0.0,0.0,1.2114624505928855,0.9641025641025641,0.17691994680094125,0.27956285831087685,0.9723320158102766,0.6641025641025642,0.6875,0.3125
1.4437138945731482,0.0,1.7509600544437416,0.0,0.0,1.2593406593406593,0.0,0.25793052026371605,0.0,0.9926739926739927,0.0,0.4375
0.0,1.7623705936786305,0.0,1.4026114197597717,2.0217391304347827,0.0,0.32856782997138606,0.0,1.4130434782608696,0.0,0.8500000000000001,0.0
1.5005320763913301,0.0,2.084293387777075,0.0,0.0,2.6304029304029304,0.0,0.324996831280895,0.0,2.0637362637362635,0.0,0.7000000000000001
1.9579184400276937,0.0,1.684293387777075,0.0,0.0,0.971062271062271,0.0,0.18677846938492557,0.0,0.8043956043956044,0.0,0.4625
0.0,1.6195134508214872,0.0,1.5330462023684672,0.7252964426877471,0.0,0.45997884097331526,0.0,0.5296442687747036,0.0,0.675,0.0
1.9891684400276937,0.0,1.8176267211104082,0.0,0.0,0.7117216117216119,0.0,0.37355065936001575,0.0,0.5450549450549451,0.0,0.3125
0.0,2.2195134508214878,0.0,1.5330462023684672,0.7252964426877471,0.0,0.45997884097331526,0.0,0.5296442687747036,0.0,0.625,0.0
2.4834866218458753,0.0,1.8176267211104082,0.0,0.0,1.3336996336996338,0.0,0.19431648205853497,0.0,1.2003663003663003,0.0,0.6000000000000001
0.0,0.0,0.0,0.0,1.2727272727272727,0.2388278388278388,0.19166299312596513,0.0,0.9683794466403162,0.20549450549450549,0.7875000000000001,0.21250000000000002
0.0,1.6480848793929161,0.0,1.5765244632380324,0.790513833992095,0.0,0.45997884097331526,0.0,0.5731225296442688,0.0,0.5375000000000001,0.0
1.651100258209512,1.6195134508214872,1.7509600544437416,1.4026114197597717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.039525691699605,0.32857142857142857,0.4599894202433344,1.6664167041610425,0.8873517786561265,0.22857142857142854,0.8500000000000001,0.15000000000000002
1.557350258209512,0.0,1.7509600544437416,0.0,0.0,1.2036630036630036,0.0,0.6046401948987902,0.0,0.9703296703296703,0.0,0.625
0.0,1.4195134508214875,0.0,1.5330462023684672,1.6442687747035574,0.0,0.24210233244544938,0.0,1.274703557312253,0.0,0.9,0.0
0.0,0.0,0.0,0.0,0.8794466403162056,0.9912087912087912,0.6571212660155452,0.5284301518992796,0.6185770750988142,0.6578754578754579,0.475,0.525
0.0,0.0,0.0,0.0,1.3636363636363635,0.4014652014652015,0.3066619645165441,0.0,1.1027667984189722,0.33479853479853483,0.525,0.4750000000000001
3.3234487430579964,0.0,1.684293387777075,0.0,0.0,1.1241758241758242,0.0,0.17402672541808914,0.0,0.9908424908424909,0.0,0.525
1.9834866218458755,0.0,1.684293387777075,0.0,0.0,0.5571428571428572,0.0,0.8332708380204817,0.0,0.3904761904761904,0.0,0.3375
2.1141684400276937,0.0,1.8176267211104082,0.0,0.0,1.2655677655677655,0.0,0.45854432986127086,0.0,1.0655677655677656,0.0,0.2625
0.0,0.0,0.0,0.0,0.8557312252964427,1.0260073260073261,0.5110980497165073,0.0,0.616600790513834,0.8593406593406594,0.5625,0.4375
0.0,0.0,0.0,0.0,0.9644268774703557,1.27985347985348,0.45998942024333445,0.0,0.616600790513834,0.9465201465201465,0.6625000000000001,0.3375
1.5942820763913301,1.9623705936786304,1.6176267211104083,1.4026114197597717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3442820763913301,1.5337991651072018,1.6176267211104083,1.4026114197597717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3812138945731482,1.790942022250059,1.6176267211104083,1.4026114197597717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3499638945731482,1.7623705936786305,1.6176267211104083,1.4026114197597717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.8480848793929159,0.0,1.4026114197597717,0.43873517786561267,0.0,0.45997884097331526,0.0,0.308300395256917,0.0,0.4,0.0
0.0,1.1052277365357732,0.0,1.4026114197597717,0.6620553359683794,0.0,0.6571212660155452,0.0,0.5316205533596838,0.0,0.5750000000000001,0.0
1.6255320763913301,1.990942022250059,1.6176267211104083,1.4026114197597717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.3859487430579964,1.3337991651072016,1.6176267211104083,1.4026114197597717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4749638945731482,1.790942022250059,1.6176267211104083,1.4026114197597717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6880320763913301,1.6766563079643446,1.6176267211104083,1.4026114197597717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.048084879392916,0.0,1.4026114197597717,2.549407114624506,0.0,0.5519949216467209,0.0,1.7233201581027666,0.0,0.7375,0.0
3.0478805612398148,0.0,1.6176267211104083,0.0,0.0,1.9904761904761905,0.0,0.2702680789074683,0.0,1.7571428571428571,0.0,0.55
1.4692820763913301,0.0,1.6176267211104083,0.0,0.0,1.2534798534798535,0.0,0.5450666904818883,0.0,1.0534798534798535,0.0,0.48750000000000004
1.7505320763913301,1.2195134508214873,1.6176267211104083,1.4026114197597717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.43873517786561267,0.7648351648351648,0.0,0.0,0.3952569169960475,0.6315018315018315,0.6000000000000001,0.4
1.5005320763913301,0.0,1.6176267211104083,0.0,0.0,1.3677655677655678,0.0,0.13091487240281255,0.0,1.1344322344322344,0.0,0.3125
1.6255320763913301,0.0,1.6176267211104083,0.0,0.0,0.4967032967032967,0.0,0.43769319525123085,0.0,0.3967032967032967,0.0,0.30000000000000004
1.8954184400276937,1.5623705936786303,1.6176267211104083,1.4026114197597717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.932350258209512,1.5623705936786303,1.6176267211104083,1.4026114197597717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5942820763913301,1.990942022250059,1.6176267211104083,1.4026114197597717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
